Assetpfad;GUID;Local ID;Meshname;Vertices;Tris;Bounds Center;Bounds Size;Prefab-Referenzen;Szenen;Builder-Kandidaten
"Assets/_Game/Art/Geometry/Meshes/CookingPotHero/CookingPot_Broth.asset";"28738154cd3f88945a73546a5b5e7b2a";"4300000";"CookingPot_Broth";"42";"14";"(0.002675,-0.000013,0.001924)";"(0.704651,0.004292,0.702452)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CookingPotHero/CookingPot_CopperRim.asset";"b3ed91f15de7cb94087c6ee1b9273e86";"4300000";"CookingPot_CopperRim";"504";"168";"(0,0,0)";"(0.97,0.060622,0.94568)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CookingPotHero/CookingPot_EmberChunk.asset";"4a8512c569c18834f993d76bde16b0dd";"4300000";"CookingPot_EmberChunk";"105";"35";"(-0.013514,0.0425,-0.003672)";"(0.225362,0.085,0.219655)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CookingPotHero/CookingPot_Handle.asset";"36fcd1954fe4b31498fc4c88eda1df71";"4300000";"CookingPot_Handle";"252";"84";"(0,1.022834,-0.01)";"(1.045598,0.501128,0.048)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CookingPotHero/CookingPot_HearthHoop.asset";"3c1e78cb02a5c0b429afbd48393151db";"4300000";"CookingPot_HearthHoop";"480";"160";"(0,0,0)";"(1.424,0.041846,1.424)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CookingPotHero/CookingPot_HearthStone_A.asset";"0fcd0e061d2a35a4d8b7e8fe548a1425";"4300000";"CookingPot_HearthStone_A";"168";"56";"(-0.021427,0.095,-0.023323)";"(0.487696,0.19,0.385468)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CookingPotHero/CookingPot_HearthStone_B.asset";"25cbf2c07019c774fba92a40789d179a";"4300000";"CookingPot_HearthStone_B";"189";"63";"(-0.00124,0.08,0.025846)";"(0.476309,0.16,0.445159)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CookingPotHero/CookingPot_HearthStone_C.asset";"6a7632c8ae83d3e4bba291f6a9c5f345";"4300000";"CookingPot_HearthStone_C";"168";"56";"(0.016051,0.085,0.009729)";"(0.510066,0.17,0.380121)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CookingPotHero/CookingPot_Hook.asset";"fb8da9a53c0553d4481de98166195d57";"4300000";"CookingPot_Hook";"108";"36";"(0.006186,1.129932,0.091431)";"(0.083628,0.324876,0.167953)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CookingPotHero/CookingPot_IngredientChunk.asset";"9775eac3438a6a548bc150f053674b87";"4300000";"CookingPot_IngredientChunk";"105";"35";"(-0.006017,0.045,0.00172)";"(0.195346,0.09,0.175881)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CookingPotHero/CookingPot_LadleHandle.asset";"adccdad255a206740a8129da2c850eee";"4300000";"CookingPot_LadleHandle";"108";"36";"(0.402629,0.697588,-0.301307)";"(0.270714,0.591407,0.42807)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CookingPotHero/CookingPot_OpenCauldron.asset";"31c1733802b0c3f41b408b08efc87084";"4300000";"CookingPot_OpenCauldron";"546";"182";"(0,0.3,0)";"(0.979008,0.6,0.964272)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CookingPotHero/CookingPot_Timber_Left.asset";"12517b9d2eb73c848872380071afcbe0";"4300000";"CookingPot_Timber_Left";"126";"42";"(-0.094587,0.727776,0.211808)";"(1.440516,1.341554,0.175789)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CookingPotHero/CookingPot_Timber_Right.asset";"b225f317446ce8c438f294a8ab41af55";"4300000";"CookingPot_Timber_Right";"126";"42";"(0.104158,0.716114,0.235793)";"(1.420841,1.322874,0.20954)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperOre_BrokenFace.asset";"64687e1801330f14699e6ddd4f5b9730";"4300000";"CopperOre_BrokenFace";"300";"100";"(0.009062,0.24,0.000819)";"(0.883313,0.48,0.387429)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperOre_Crystal.asset";"037cff6e92a168e4dbf4d7038f69f6e0";"4300000";"CopperOre_Crystal";"63";"21";"(0.024758,0.5,0)";"(0.950485,1,0.974928)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperOre_HeroRock.asset";"0135d470ed2f45e4689c21f74f70dfa1";"4300000";"CopperOre_HeroRock";"588";"196";"(0.013704,0.52,-0.00045)";"(1.727322,1.04,1.4683)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperOre_Nugget.asset";"ff271b2b3ae3dea40bb7ace923c26fac";"4300000";"CopperOre_Nugget";"192";"64";"(0.00001,0.07,0.001175)";"(0.220247,0.14,0.167174)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperOre_Pebble.asset";"9406f9b91b1ba9348a22ff9f2e967079";"4300000";"CopperOre_Pebble";"192";"64";"(-0.00126,0.065,-0.006827)";"(0.342368,0.13,0.269559)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperOre_ShoulderRock.asset";"603d3bf9755081848b1a2c0914abd1f8";"4300000";"CopperOre_ShoulderRock";"396";"132";"(0.01025,0.34,-0.026804)";"(0.900601,0.68,0.839401)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperPatina_0.asset";"08916acfca458674c9051795e5a0cbe1";"4300000";"CopperPatina_0";"84";"28";"(-0.295243,0.430066,-0.769981)";"(0.516541,0.199263,0.115882)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperPatina_1.asset";"523d00d5ebb4b124c8558e76e06f3385";"4300000";"CopperPatina_1";"84";"28";"(0.405322,0.824985,-0.519808)";"(0.097876,0.207846,0.329554)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperVein_Crack_0.asset";"e0351c48428cb524084f202fae4d9fea";"4300000";"CopperVein_Crack_0";"240";"80";"(-0.089714,0.544924,-0.659367)";"(1.254571,0.593242,0.333542)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperVein_Crack_1.asset";"cfffad3231758f149a39404695c988f6";"4300000";"CopperVein_Crack_1";"144";"48";"(-0.323351,0.701071,-0.585896)";"(0.29628,0.480874,0.446902)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperVein_Crack_2.asset";"d387c21db1274594795bdad6c1b07b02";"4300000";"CopperVein_Crack_2";"144";"48";"(0.287447,0.430999,-0.666669)";"(0.543106,0.305286,0.331669)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperVein_Crack_3.asset";"5bd37b6fcb9a9e54886a2fa77f5b5b52";"4300000";"CopperVein_Crack_3";"144";"48";"(0.298536,0.877876,-0.379583)";"(0.215646,0.426518,0.657506)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperVein_DepletedRemnant.asset";"307416060f40e2b4a9cda8df2fc8239a";"4300000";"CopperVein_DepletedRemnant";"84";"28";"(-0.360442,0.375104,-0.725067)";"(0.446863,0.15507,0.157523)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperVein_Metal_0.asset";"a052f38dee405cf4ab74ecb8fe5247a9";"4300000";"CopperVein_Metal_0";"240";"80";"(-0.089836,0.544956,-0.655855)";"(1.239755,0.548995,0.3116)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperVein_Metal_1.asset";"0f6e46af1e5378f459634658598ef72d";"4300000";"CopperVein_Metal_1";"144";"48";"(-0.326201,0.698469,-0.585512)";"(0.280731,0.459071,0.431087)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperVein_Metal_2.asset";"4ebfb2354988a9446a117724bdbe1957";"4300000";"CopperVein_Metal_2";"144";"48";"(0.292827,0.43136,-0.662832)";"(0.524632,0.284299,0.316139)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/CopperOreHero/CopperVein_Metal_3.asset";"8401d4b1e41cf5f4aab7b881f8401203";"4300000";"CopperVein_Metal_3";"144";"48";"(0.295838,0.876643,-0.377619)";"(0.20229,0.402296,0.645718)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_berry_bush_active.asset";"ea77dd40204293544a8a5e5bb4b4d1c5";"4300000";"visual_berry_bush_active";"12";"12";"(0,0.45,0)";"(1.2,0.9,1.03923)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_berry_bush_exhausted.asset";"5c187826ccbca52448b56b93045a3bd5";"4300000";"visual_berry_bush_exhausted";"12";"12";"(0,0.35,0)";"(1.05,0.7,0.909327)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_env_rock_3109_main.asset";"e11552e62cb6e9b40b1561b8eefad276";"4300000";"visual_env_rock_3109_main";"243";"81";"(-0.002921,0.25,0.041388)";"(1.079641,0.5,0.967915)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_env_rock_3109_side.asset";"87cb28982fdc2894fb3c740a1fc3f5ff";"4300000";"visual_env_rock_3109_side";"168";"56";"(0.010476,0.155,-0.029925)";"(0.666853,0.31,0.701083)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_env_rock_3511_main.asset";"37fad9bc65a83b64eaaa1a011a891e35";"4300000";"visual_env_rock_3511_main";"243";"81";"(-0.020456,0.25,-0.012881)";"(1.191074,0.5,0.938252)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_env_rock_3511_side.asset";"9807a13417695324ca2584714f7df235";"4300000";"visual_env_rock_3511_side";"168";"56";"(0.002041,0.155,0.005367)";"(0.64669,0.31,0.714054)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_env_rock_4027_main.asset";"102c1622eea71e849a3dc3c4de40c372";"4300000";"visual_env_rock_4027_main";"243";"81";"(0.024399,0.25,-0.010495)";"(1.113327,0.5,0.952229)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_env_rock_4027_side.asset";"02a09607e8574ff4ba533f37e252f366";"4300000";"visual_env_rock_4027_side";"168";"56";"(-0.00556,0.155,-0.022206)";"(0.611559,0.31,0.710677)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_farm_soil_clod.asset";"b2482470ec8cae346b4b69a0135aaceb";"4300000";"visual_farm_soil_clod";"105";"35";"(-0.001095,0.0275,-0.000155)";"(0.204507,0.055,0.185775)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_fiber_plant_active.asset";"4ffd74339b14458488686385240cf916";"4300000";"visual_fiber_plant_active";"12";"12";"(0,0.3,0)";"(0.72,0.6,0.623538)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_prop_bush.asset";"e61d9143dfad7fa4190a754dde412e81";"4300000";"visual_prop_bush";"12";"12";"(0,0.45,0)";"(1.2,0.9,1.03923)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_prop_fern.asset";"7c92180e440cd9f4a899b2ab8bf97e46";"4300000";"visual_prop_fern";"12";"12";"(0,0.35,0)";"(0.95,0.7,0.822724)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_prop_flowers.asset";"42fa29cbac612724a94cc0d0314118fc";"4300000";"visual_prop_flowers";"8";"8";"(0,0.2,0)";"(0.55,0.4,0.55)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_prop_glow_mushrooms.asset";"a07f9e48bd6bf1d44b8a5f448cfc968b";"4300000";"visual_prop_glow_mushrooms";"12";"12";"(0,0.175,0)";"(0.48,0.35,0.415692)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_prop_ground_grass.asset";"41ba261cf6af4024295cda3d66ad36e9";"4300000";"visual_prop_ground_grass";"4";"4";"(0,0.6,0)";"(1.2,1.2,0)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_prop_ground_moss.asset";"3d4e96548e741054299a0b65f2b91c93";"4300000";"visual_prop_ground_moss";"4";"4";"(0,0.6,0)";"(1.2,1.2,0)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_prop_ruin_monument_front.asset";"c30416ccbaea1de40b16ae728f745ddd";"4300000";"visual_prop_ruin_monument_front";"4";"4";"(0,2.5,0)";"(1.24,5,0)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_prop_ruin_wall_a_front.asset";"8a022e9567c3d5246a678767ba8a1b3a";"4300000";"visual_prop_ruin_wall_a_front";"4";"4";"(0,1.3,0)";"(2.7,2.6,0)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_prop_ruin_wall_b_front.asset";"04603a13d2015fd489199524235c60f6";"4300000";"visual_prop_ruin_wall_b_front";"4";"4";"(0,1.3,0)";"(2.25,2.6,0)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_prop_rune_front.asset";"4b1ef41beb75238469b3dc48f9a60bd8";"4300000";"visual_prop_rune_front";"4";"4";"(0,0.4,0)";"(0.64,0.8,0)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_ropewalk_coil.asset";"b44a272a15717714c914e5b1fc104fcb";"4300000";"visual_ropewalk_coil";"576";"192";"(0,0,0)";"(0.434,0.046765,0.434)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_ropewalk_strand_0.asset";"51979bbf1be038e4bac9c3b488a4ff77";"4300000";"visual_ropewalk_strand_0";"504";"168";"(-0.000006,0.88991,-0.13)";"(0.598382,0.061796,0.06624)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_ropewalk_strand_1.asset";"33205a2d3079a4f47b253999698bb93a";"4300000";"visual_ropewalk_strand_1";"504";"168";"(0,0.89,0)";"(0.597758,0.067177,0.072)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_ropewalk_strand_2.asset";"1e391e3c5d1846340839dbdbdbccabbd";"4300000";"visual_ropewalk_strand_2";"504";"168";"(0.000006,0.88991,0.13)";"(0.598382,0.061796,0.06624)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_sawmill_toothed_blade.asset";"9724fec781c947443acb5be1cdf970ee";"4300000";"visual_sawmill_toothed_blade";"432";"144";"(0,0,0)";"(0.86,0.846935,0.052)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_sawmill_wood_chip.asset";"39848a0e8f83d484995bc19b5fbee575";"4300000";"visual_sawmill_wood_chip";"105";"35";"(0.002215,0.0125,0.001377)";"(0.127375,0.025,0.06366)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_smelter_bellows.asset";"d5a34011a447b6d4fae5f3ecbadf9c18";"4300000";"visual_smelter_bellows";"36";"12";"(0.009335,0.002941,0.005341)";"(1.049885,1.048062,1.041938)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_smelter_iron_ring.asset";"36e1919bb34ebd14ca067a66118a5bf5";"4300000";"visual_smelter_iron_ring";"420";"140";"(0,0,0)";"(0.87,0.047553,0.848187)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_smelter_kiln.asset";"59cd49796dc4fdf41bc5416aedc2f6f5";"4300000";"visual_smelter_kiln";"378";"126";"(0.005636,0.62,0.006743)";"(0.962964,1.24,0.943438)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_station_stone_a.asset";"1eb4e76f4ebb2b0428fee1a74889d6d9";"4300000";"visual_station_stone_a";"168";"56";"(0.019768,0.07,-0.003443)";"(0.352995,0.14,0.326036)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_station_stone_b.asset";"02e3b727d83603f4f96d8cb7ff06a6c0";"4300000";"visual_station_stone_b";"189";"63";"(-0.013991,0.065,0.013397)";"(0.412109,0.13,0.32178)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_station_timber_a.asset";"eca36865b9a6ccc4f9fa1d97f4b010bc";"4300000";"visual_station_timber_a";"36";"12";"(0.009665,-0.000729,-0.003282)";"(1.041524,1.049867,1.077082)";"Assets/_Game/Prefabs/Stations/StorageChest.prefab";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_station_timber_b.asset";"f6f9465529739574ab9b34dea2ff3688";"4300000";"visual_station_timber_b";"36";"12";"(-0.003927,0.014428,-0.027527)";"(1.065722,1.047098,1.017702)";"Assets/_Game/Prefabs/Stations/StorageChest.prefab";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_stonecutter_masonry.asset";"c2230da5b3292104888da908a6cedd1f";"4300000";"visual_stonecutter_masonry";"36";"12";"(-0.007397,-0.006454,0.015113)";"(1.067621,1.032422,1.048023)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_stonecutter_rubble.asset";"d0b3ae56244223a419d87a0905a5e6be";"4300000";"visual_stonecutter_rubble";"105";"35";"(-0.009375,0.0275,-0.000921)";"(0.15556,0.055,0.146443)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_stonecutter_wheel.asset";"8d077870d6658d04aba0831b1ab5dc6e";"4300000";"visual_stonecutter_wheel";"384";"128";"(0,0,0)";"(0.58,0.58,0.13)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_stone_fracture.asset";"56e141bd7f9f6784188364c9d8db3115";"4300000";"visual_stone_fracture";"36";"12";"(0.004423,-0.01522,0.000055)";"(1.047582,1.114726,1.138073)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_stone_hero_a.asset";"60089e6195bfb50499c5b19b9c87e2dc";"4300000";"visual_stone_hero_a";"243";"81";"(0.04567,0.31,-0.01393)";"(1.179847,0.62,0.95513)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_stone_hero_b.asset";"9991898e6769bab4e8af953bfa40db5d";"4300000";"visual_stone_hero_b";"216";"72";"(0.039387,0.225,0.003894)";"(0.852108,0.45,1.006564)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_stone_hero_c.asset";"d07bbd0d4a19a5b498d8511eb211cc73";"4300000";"visual_stone_hero_c";"168";"56";"(0.000684,0.155,0.021871)";"(0.725041,0.31,0.774862)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_wall_masonry_a.asset";"6cfb6a8ef085cf94d8b1c6d47e621cd9";"4300000";"visual_wall_masonry_a";"36";"12";"(-0.005023,-0.017663,0.012899)";"(1.07269,1.048027,1.062972)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_wall_masonry_b.asset";"88e10798b5700454ab832aef695a291a";"4300000";"visual_wall_masonry_b";"36";"12";"(-0.004416,-0.002176,0.001274)";"(1.060223,1.059529,1.075233)";"";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_workbench_hand_saw.asset";"12e8430eea7b6394ebe1477778139546";"4300000";"visual_workbench_hand_saw";"66";"22";"(0,-0.0125,0)";"(1,0.265,0)";"Assets/_Game/Prefabs/Stations/Workbench.prefab";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_workbench_timber_a.asset";"699f5eef981b4bd499b63c7fe8096642";"4300000";"visual_workbench_timber_a";"36";"12";"(-0.022571,0.003264,0.010123)";"(1.041576,1.047654,1.046527)";"Assets/_Game/Prefabs/Stations/Workbench.prefab";"";""
"Assets/_Game/Art/Geometry/Meshes/visual_workbench_timber_b.asset";"f183631144eda2546b8f8313a6fb6073";"4300000";"visual_workbench_timber_b";"36";"12";"(-0.007143,0.010442,0.013997)";"(1.04491,1.064322,1.002307)";"Assets/_Game/Prefabs/Stations/Workbench.prefab";"";""
"Assets/_Game/Art/Loot/Meshes/WorldChestMesh_000_TaperedBox.asset";"e87d71057bcde3948b254c8e3d3c399b";"4300000";"TaperedBox";"24";"12";"(0,0.0297,0)";"(1.219,0.0594,0.792)";"Assets/_Game/Prefabs/Loot/WorldChests/WorldChest_Common.prefab";"Assets/_Game/Scenes/EidraForge.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";""
"Assets/_Game/Art/Loot/Meshes/WorldChestMesh_001_TaperedBox.asset";"78f102da006069f43a35eadcac5f9dee";"4300000";"TaperedBox";"24";"12";"(0,0.0756,0)";"(1.15,0.1512,0.72)";"Assets/_Game/Prefabs/Loot/WorldChests/WorldChest_Common.prefab";"Assets/_Game/Scenes/EidraForge.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";""
"Assets/_Game/Art/Loot/Meshes/WorldChestMesh_002_TaperedBox.asset";"72170d08428c3b5429d61046e2e2f885";"4300000";"TaperedBox";"24";"12";"(0,0.0702,0)";"(1.15,0.1404,0.72)";"Assets/_Game/Prefabs/Loot/WorldChests/WorldChest_Common.prefab";"Assets/_Game/Scenes/EidraForge.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";""
"Assets/_Game/Art/Loot/Meshes/WorldChestMesh_003_TaperedBox.asset";"9b6ca048341509646b9c450cca19cf02";"4300000";"TaperedBox";"24";"12";"(0,0.081,0)";"(0.667,0.162,0.0432)";"Assets/_Game/Prefabs/Loot/WorldChests/WorldChest_Common.prefab";"Assets/_Game/Scenes/EidraForge.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";""
"Assets/_Game/Art/Loot/Meshes/WorldChestMesh_004_Loft.asset";"64de557af14377b4794bb6fa87987cf5";"4300000";"Loft";"54";"26";"(0,0.1134,0)";"(1.127,0.2268,0.6624)";"Assets/_Game/Prefabs/Loot/WorldChests/WorldChest_Common.prefab";"Assets/_Game/Scenes/EidraForge.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";""
"Assets/_Game/Art/Loot/Meshes/WorldChestMesh_005_TaperedBox.asset";"a26e153bef573be4eab65f299fb2e542";"4300000";"TaperedBox";"24";"12";"(0,0.0162,0)";"(0.713,0.0324,0.216)";"Assets/_Game/Prefabs/Loot/WorldChests/WorldChest_Common.prefab";"Assets/_Game/Scenes/EidraForge.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";""
"Assets/_Game/Art/Loot/Meshes/WorldChestMesh_006_TaperedBox.asset";"ca3c28f17546cc544a50dc9319ce49f8";"4300000";"TaperedBox";"24";"12";"(0,0.0918,0)";"(0.1725,0.1836,0.072)";"Assets/_Game/Prefabs/Loot/WorldChests/WorldChest_Common.prefab";"Assets/_Game/Scenes/EidraForge.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";""
"Assets/_Game/Art/Loot/Meshes/WorldChestMesh_007_TaperedBox.asset";"ed9feff2010057b4f910211c4a0491be";"4300000";"TaperedBox";"24";"12";"(0,0.2754,0)";"(0.092,0.5508,0.7632)";"Assets/_Game/Prefabs/Loot/WorldChests/WorldChest_Common.prefab";"Assets/_Game/Scenes/EidraForge.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";""
"Assets/_Game/Art/Loot/Meshes/WorldChestMesh_008_TaperedBox.asset";"7e753e567060a7a4984d7a075a2694ea";"4300000";"TaperedBox";"24";"12";"(0,0.2754,0)";"(0.092,0.5508,0.7632)";"Assets/_Game/Prefabs/Loot/WorldChests/WorldChest_Common.prefab";"Assets/_Game/Scenes/EidraForge.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";""
"Assets/_Game/Art/Loot/Meshes/WorldChestMesh_009_TaperedBox.asset";"4b53a7162a95f0e40b6937828c299f76";"4300000";"TaperedBox";"24";"12";"(0,0.0175,0)";"(0.897,0.035,0.504)";"Assets/_Game/Prefabs/Loot/WorldChests/WorldChest_Common.prefab";"Assets/_Game/Scenes/EidraForge.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";""
"Assets/_Game/Art/Loot/Meshes/WorldChestMesh_010_TaperedBox.asset";"ce58cd1462706614aaad5fd2e38afe12";"4300000";"TaperedBox";"24";"12";"(0,0.0125,0)";"(0.713,0.025,0.3744)";"Assets/_Game/Prefabs/Loot/WorldChests/WorldChest_Common.prefab";"Assets/_Game/Scenes/EidraForge.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";""
