"ID";"Status";"Name";"Art";"Familie";"Assetpfad";"GUID";"Tris";"Renderer";"Aktive Renderer";"Meshes";"Materialslots";"Materialien";"Collider";"Bones";"Root Bones";"Animator Controller";"Clips";"Prefab-Referenzen";"Daten-Referenzen";"Szenen";"Builder-Kandidaten";"Root Transform";"Bounds Center";"Bounds Size";"Standard-Low";"Gameplay-Low";"Capture-Fehler"
"MP0-0112";"ungeprueft";"HardwoodTree";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Nodes/HardwoodTree.prefab";"a1c255cad003779439ba536f93283eec";"284";"8";"5";"7";"8";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"CapsuleCollider@<root> trigger=False center=(0,3,0) radius=0.75 height=6 direction=1 | SphereCollider@<root> trigger=True center=(0,0,0) radius=1.215";"";"";"";"";"";"Assets/_Game/Data/Resources/HardwoodTree.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.090054,3.325,-0.058701)";"(4.2193,6.65,3.073817)";"Captures/Standard_Low/MP0-0112_HardwoodTree.png";"Captures/Gameplay_Low/MP0-0112_HardwoodTree.png";""
"MP0-0113";"ungeprueft";"IronVein";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab";"8e57aae10714ad348b2df30948ffd5e0";"548";"18";"13";"17";"18";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"CapsuleCollider@<root> trigger=False center=(0,0.675,0) radius=0.95 height=1.35 direction=1 | SphereCollider@<root> trigger=True center=(0,0,0) radius=1.215";"";"";"";"";"";"Assets/_Game/Data/Resources/IronVein.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.073364,0.700279,0.037511)";"(2.459049,1.400559,1.903507)";"Captures/Standard_Low/MP0-0113_IronVein.png";"Captures/Gameplay_Low/MP0-0113_IronVein.png";""
"MP0-0114";"abgenommen";"StoneDeposit";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Nodes/StoneDeposit.prefab";"91b1a17d8a47d89409adfd75672af408";"488";"13";"8";"12";"13";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"CapsuleCollider@<root> trigger=False center=(0,0.5,0) radius=0.7 height=1 direction=1 | SphereCollider@<root> trigger=True center=(0,0,0) radius=1.215";"";"";"";"";"";"Assets/_Game/Data/Resources/StoneDeposit.asset | Assets/_Game/Data/Zones/Zone_EmberRuins.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_HomeBase.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Data/Zones/Zone_Quarry.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/HomeBase.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.103274,0.490622,0.02021)";"(2.5548,1.102481,1.98612)";"Captures/Standard_Low/MP0-0114_StoneDeposit.png";"Captures/Gameplay_Low/MP0-0114_StoneDeposit.png";""
"MP0-0115";"ungeprueft";"SwampHemp";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Nodes/SwampHemp.prefab";"9273ea3e4f23f894885a017dff3355aa";"352";"31";"23";"30";"31";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"SphereCollider@<root> trigger=True center=(0,0,0) radius=1.215";"";"";"";"";"";"Assets/_Game/Data/Resources/SwampHemp.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.681087,-0.023359)";"(1.800285,1.377826,1.446717)";"Captures/Standard_Low/MP0-0115_SwampHemp.png";"Captures/Gameplay_Low/MP0-0115_SwampHemp.png";""
"MP0-0116";"abgenommen";"Tree";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Nodes/Tree.prefab";"7f1b3d8776e942b4692950428b1310b4";"384";"11";"7";"10";"11";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"CapsuleCollider@<root> trigger=False center=(0,2.7,0) radius=0.6 height=5.4 direction=1 | SphereCollider@<root> trigger=True center=(0,0,0) radius=1.215";"";"";"";"";"";"Assets/_Game/Data/Resources/Tree.asset | Assets/_Game/Data/Zones/Zone_EmberRuins.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_HomeBase.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Data/Zones/Zone_Quarry.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/HomeBase.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,3,-0.003144)";"(4.68217,6,3.609417)";"Captures/Standard_Low/MP0-0116_Tree.png";"Captures/Gameplay_Low/MP0-0116_Tree.png";""
"MP0-0117";"abgenommen";"BerryBush_Active";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Visuals/BerryBush_Active.prefab";"92164bcc7d88e234ebd39254aac7db51";"154";"11";"11";"11";"11";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"Assets/_Game/Prefabs/Resources/Nodes/BerryBush.prefab";"Assets/_Game/Data/Resources/BerryBush.asset | Assets/_Game/Data/Zones/Zone_EmberRuins.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_HomeBase.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Data/Zones/Zone_Quarry.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/HomeBase.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/LoftWicklungRollout.cs | Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.45,-0.034321)";"(1.444611,0.9,1.131104)";"Captures/Standard_Low/MP0-0117_BerryBush_Active.png";"Captures/Gameplay_Low/MP0-0117_BerryBush_Active.png";""
"MP0-0118";"abgenommen";"BerryBush_Exhausted";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Visuals/BerryBush_Exhausted.prefab";"f9a4d9e341d67b44abed2dfbc3177124";"46";"2";"2";"2";"2";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"Assets/_Game/Prefabs/Resources/Nodes/BerryBush.prefab";"Assets/_Game/Data/Resources/BerryBush.asset | Assets/_Game/Data/Zones/Zone_EmberRuins.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_HomeBase.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Data/Zones/Zone_Quarry.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/HomeBase.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.35,-0.032859)";"(1.057649,0.7,0.851015)";"Captures/Standard_Low/MP0-0118_BerryBush_Exhausted.png";"Captures/Gameplay_Low/MP0-0118_BerryBush_Exhausted.png";""
"MP0-0119";"abgenommen";"CopperVein_Active";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Visuals/CopperVein_Active.prefab";"37ecaf0cb51ec6043b8ec60cac2b6925";"370";"13";"13";"13";"13";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"Assets/_Game/Prefabs/Resources/Nodes/CopperVein.prefab";"Assets/_Game/Data/AreaArt/AreaArt_EmberRuins.asset | Assets/_Game/Data/Resources/CopperVein.asset | Assets/_Game/Data/Zones/Zone_EmberRuins.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Data/Zones/Zone_Quarry.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity";"Assets/_Game/Editor/BuildingIconRenderTool.cs | Assets/_Game/Editor/CopperMiningFeedbackRebuilder.cs | Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs | Assets/_Game/Editor/Tests/VisualAssetTests.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.108805,0.590364,0.016456)";"(2.568735,1.301964,1.998064)";"Captures/Standard_Low/MP0-0119_CopperVein_Active.png";"Captures/Gameplay_Low/MP0-0119_CopperVein_Active.png";""
"MP0-0120";"abgenommen";"CopperVein_Exhausted";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Visuals/CopperVein_Exhausted.prefab";"e093ee8277bb90441bf30a4fcad8f02a";"178";"5";"5";"5";"5";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"Assets/_Game/Prefabs/Resources/Nodes/CopperVein.prefab";"Assets/_Game/Data/AreaArt/AreaArt_EmberRuins.asset | Assets/_Game/Data/Resources/CopperVein.asset | Assets/_Game/Data/Zones/Zone_EmberRuins.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Data/Zones/Zone_Quarry.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity";"Assets/_Game/Editor/BuildingIconRenderTool.cs | Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.083768,0.230114,-0.106629)";"(2.461618,0.581464,1.794872)";"Captures/Standard_Low/MP0-0120_CopperVein_Exhausted.png";"Captures/Gameplay_Low/MP0-0120_CopperVein_Exhausted.png";""
"MP0-0121";"abgenommen";"FiberPlant_Active";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Visuals/FiberPlant_Active.prefab";"23145d07f5b89c7448aa907f9ae38a4f";"218";"19";"19";"19";"19";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"Assets/_Game/Prefabs/Resources/Nodes/FiberPlant.prefab";"Assets/_Game/Data/Resources/FiberPlant.asset | Assets/_Game/Data/Zones/Zone_EmberRuins.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_HomeBase.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Data/Zones/Zone_Quarry.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/HomeBase.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity";"Assets/_Game/Editor/LoftWicklungRollout.cs | Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/StyleProofContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.036635,0.446881,-0.023268)";"(0.818456,0.906237,0.71894)";"Captures/Standard_Low/MP0-0121_FiberPlant_Active.png";"Captures/Gameplay_Low/MP0-0121_FiberPlant_Active.png";""
"MP0-0122";"abgenommen";"FiberPlant_Exhausted";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Visuals/FiberPlant_Exhausted.prefab";"c8b4fd8975d6bed4caace08e2c883fd3";"62";"6";"6";"6";"6";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"Assets/_Game/Prefabs/Resources/Nodes/FiberPlant.prefab";"Assets/_Game/Data/Resources/FiberPlant.asset | Assets/_Game/Data/Zones/Zone_EmberRuins.asset | Assets/_Game/Data/Zones/Zone_Greenwood.asset | Assets/_Game/Data/Zones/Zone_HomeBase.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Data/Zones/Zone_Quarry.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/HomeBase.unity | Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029207,0.125,-0.037861)";"(0.476657,0.25,0.4056)";"Captures/Standard_Low/MP0-0122_FiberPlant_Exhausted.png";"Captures/Gameplay_Low/MP0-0122_FiberPlant_Exhausted.png";""
"MP0-0123";"ungeprueft";"GraniteDeposit_Active";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Visuals/GraniteDeposit_Active.prefab";"df25ce51fed51a74587bffa06467074a";"310";"8";"8";"8";"8";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"Assets/_Game/Prefabs/Resources/Nodes/GraniteDeposit.prefab";"Assets/_Game/Data/Resources/GraniteDeposit.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.073364,0.633,0.037511)";"(2.459049,1.266,1.903507)";"Captures/Standard_Low/MP0-0123_GraniteDeposit_Active.png";"Captures/Gameplay_Low/MP0-0123_GraniteDeposit_Active.png";""
"MP0-0124";"ungeprueft";"GraniteDeposit_Exhausted";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Visuals/GraniteDeposit_Exhausted.prefab";"28d5db0d123173f43bd86747360975de";"178";"5";"5";"5";"5";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"Assets/_Game/Prefabs/Resources/Nodes/GraniteDeposit.prefab";"Assets/_Game/Data/Resources/GraniteDeposit.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.073364,0.3745,-0.09351)";"(2.41246,0.749,1.745739)";"Captures/Standard_Low/MP0-0124_GraniteDeposit_Exhausted.png";"Captures/Gameplay_Low/MP0-0124_GraniteDeposit_Exhausted.png";""
"MP0-0125";"ungeprueft";"HardwoodTree_Active";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Visuals/HardwoodTree_Active.prefab";"ab2998e7570ee8740abe00379b534bc3";"210";"5";"5";"5";"5";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"Assets/_Game/Prefabs/Resources/Nodes/HardwoodTree.prefab";"Assets/_Game/Data/Resources/HardwoodTree.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.090054,3.325,-0.058701)";"(4.2193,6.65,3.073817)";"Captures/Standard_Low/MP0-0125_HardwoodTree_Active.png";"Captures/Gameplay_Low/MP0-0125_HardwoodTree_Active.png";""
"MP0-0126";"ungeprueft";"HardwoodTree_Exhausted";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Visuals/HardwoodTree_Exhausted.prefab";"48003abed41500f43ba96fe95b35f14b";"74";"3";"3";"3";"3";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"Assets/_Game/Prefabs/Resources/Nodes/HardwoodTree.prefab";"Assets/_Game/Data/Resources/HardwoodTree.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.42,-0.006608)";"(2.451382,0.84,2.008796)";"Captures/Standard_Low/MP0-0126_HardwoodTree_Exhausted.png";"Captures/Gameplay_Low/MP0-0126_HardwoodTree_Exhausted.png";""
"MP0-0127";"ungeprueft";"IronVein_Active";"Prefab";"Ressourcen/Vegetation";"Assets/_Game/Prefabs/Resources/Visuals/IronVein_Active.prefab";"78a3b372362805f4eb16d91274c2fba0";"370";"13";"13";"13";"13";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"";"";"";"";"";"Assets/_Game/Prefabs/Resources/Nodes/IronVein.prefab";"Assets/_Game/Data/Resources/IronVein.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset | Assets/_Game/Resources/Data/ResourceNodeCatalog_V01.asset";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/ResourceContentBuilder.cs | Assets/_Game/Editor/T1ResourceVisualBuilder.cs | Assets/_Game/Editor/T2ResourceVisualBuilder.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.073364,0.700279,0.037511)";"(2.459049,1.400559,1.903507)";"Captures/Standard_Low/MP0-0127_IronVein_Active.png";"Captures/Gameplay_Low/MP0-0127_IronVein_Active.png";""
